n_words_q,n_words_a_solution,n_words_a_lecture,Text_Length,Word_Count,Nouns,Verbs,Adjectives,Adverbs,Num_Numbers,Num_Commas,Num_Complex_Words,Num_Unique_Words,Num_Content_Words,Num_Content_Words_No_Stopwords,Word_Length_Syllables,Avg_Sentence_Length,Num_Prepositional_Phrases,Num_Negated_Words_Stem,Num_Negated_Words_Lead_In,Num_Main_Noun_Phrases,Avg_Main_NP_Length,Num_Verb_Phrases,Prop_Active_Voice_Verbs,Prop_Passive_Voice_Verbs,Ratio_Active_to_Passive_Verbs,Num_Words_Before_Main_Verb,Num_Agentless_Passive_Constructions,Word_Length_Std_Dev,Num_Polysemic_Words,Num_Word_Senses,Num_Word_Senses_For_Content_Words,Num_Word_Senses_For_Nouns,Num_Word_Senses_For_Verbs,Num_Word_Senses_For_Non_Auxiliary_Verbs,Num_Word_Senses_For_Adjectives,Num_Word_Senses_For_Adverbs,Distance_To_Root_Nouns,Distance_To_Root_Verbs,flesch_kincaid_grade,flesch_kincaid_ease,coleman_liau_index,automated_readability_index,smog_index,gunning_fog,traenkle_bailer_index,education_level
11,122,154,1760,299,75,57,29,30,0,9,43,127,192,166,1.608695652173913,18.666666666666668,27,1,1,79,1.9620253164556962,40,0.7692307692307693,0.23076923076923078,3.3333333333333335,6.133333333333334,6,2.608777119043519,98,804,640,207,229,171,74,47,6.128418803418803,1.9617693144433386,9.8,54.52,9.97,9.8,12.1,9.75,99.2484076075808,high
44,49,86,967,158,52,23,13,7,4,8,37,94,95,86,1.7025316455696202,18.2,15,0,0,50,1.9,17,1.0,0.0,12.0,7.666666666666667,0,2.7062642826540984,64,587,501,126,223,191,45,28,5.068546365914787,2.246947852874434,9.6,55.13,10.61,10.2,12.5,9.92,93.9466975797468,high
11,1,127,1036,162,50,46,9,4,0,8,31,86,109,90,1.6358024691358024,11.875,20,2,2,49,1.8979591836734695,34,0.6470588235294118,0.35294117647058826,1.8333333333333333,4.285714285714286,3,2.502193824806516,64,726,528,125,363,260,29,4,5.653111583756746,1.2938590315124112,6.0,69.68,11.57,9.1,9.5,6.51,64.08647827160493,middle
11,116,154,1745,279,74,38,31,33,0,8,43,118,177,160,1.6200716845878136,18.166666666666668,32,1,1,71,2.2253521126760565,30,0.7,0.3,2.3333333333333335,7.466666666666667,6,2.674848703313298,89,716,587,200,174,148,72,50,5.874210365657734,2.009885447885448,9.5,55.24,10.84,10.4,12.5,9.59,69.78811030824372,high
23,23,71,637,102,29,25,4,5,0,4,11,64,63,57,1.588235294117647,11.9,6,1,0,32,1.71875,17,0.9090909090909091,0.09090909090909091,10.0,4.375,1,3.1180169961797795,50,594,488,120,317,265,6,22,5.416463675213675,2.199146757664667,7.3,61.12,10.7,8.4,8.5,6.04,143.17970004705882,high
23,51,229,1874,294,96,47,36,11,0,4,71,146,203,178,1.7687074829931972,36.55555555555556,22,4,2,96,2.1458333333333335,33,0.92,0.08,11.5,5.222222222222222,2,2.8196437790561504,117,1059,897,258,344,267,130,30,5.708862176917733,1.7426364171691773,17.3,29.72,13.41,20.0,19.2,18.14,103.90472248526078,middle
17,39,67,797,149,40,40,6,1,0,1,8,60,87,74,1.2885906040268456,14.727272727272727,10,0,0,48,1.4791666666666667,33,1.0,0.0,18.0,1.8888888888888888,0,1.9886620657757121,44,468,330,58,289,199,3,3,5.2080693815987935,1.713074401232296,5.0,83.15,6.89,5.9,8.0,5.94,130.77476061500914,elementary
33,57,236,2144,334,99,55,44,16,0,6,86,151,228,200,1.8053892215568863,33.81818181818182,23,1,0,103,2.1359223300970873,35,0.9090909090909091,0.09090909090909091,10.0,11.444444444444445,2,2.924639417611157,121,1196,1076,267,356,311,173,48,5.770341891014969,1.9125845255742364,17.5,23.7,13.88,19.1,18.8,16.59,113.3945814393032,high
19,26,119,789,145,43,19,18,3,0,8,10,63,83,75,1.3655172413793104,15.090909090909092,19,1,2,38,2.1578947368421053,15,0.8333333333333334,0.16666666666666666,5.0,6.090909090909091,1,2.190629704396339,46,469,357,93,148,109,41,17,6.383015873015874,1.7654017522438574,6.1,75.0,6.71,6.0,8.6,6.38,52.24386690909091,middle
40,91,127,1326,230,67,42,14,5,0,3,32,70,146,106,1.517391304347826,13.68421052631579,23,5,3,76,1.9078947368421053,25,1.0,0.0,21.0,2.6153846153846154,0,2.693954584685463,48,453,318,110,204,114,30,7,6.489655996177735,1.4869201901783355,5.6,76.11,8.74,7.1,9.4,6.41,91.35404,high
11,112,154,1755,298,80,51,27,14,0,13,38,118,178,160,1.6006711409395973,16.095238095238095,31,0,0,82,1.9634146341463414,43,0.7857142857142857,0.21428571428571427,3.6666666666666665,4.315789473684211,6,2.660055917099376,84,669,536,172,194,149,73,28,5.678476037851038,1.9349284714076003,8.8,57.06,9.74,8.7,11.0,8.63,84.50031912815594,high
18,26,119,797,144,40,20,22,3,0,8,12,64,85,75,1.3958333333333333,15.0,19,1,1,38,2.1315789473684212,15,0.8333333333333334,0.16666666666666666,5.0,6.545454545454546,1,2.2204745732043216,46,464,352,87,157,118,44,17,6.293223443223444,1.8005417883960393,6.0,75.1,7.24,6.5,8.6,6.35,51.20261777777776,elementary
12,51,130,1594,236,83,50,21,8,0,9,56,107,162,140,1.8177966101694916,14.105263157894736,13,3,3,81,1.8395061728395061,39,0.96,0.04,24.0,2.588235294117647,1,3.1077439394181945,72,905,752,140,485,395,64,9,5.242503987240829,1.7661936762366406,9.3,50.33,14.25,11.8,11.9,7.19,145.99562047457627,middle
11,1,86,613,93,30,30,7,1,0,6,22,60,68,54,1.6666666666666667,10.090909090909092,11,1,1,26,1.7307692307692308,24,0.5454545454545454,0.45454545454545453,1.2,4.6,3,2.4457106843475924,45,398,244,81,176,105,16,1,5.075047313797313,1.3578219765939066,6.6,62.85,12.03,9.2,10.0,6.41,71.84780841446724,elementary
14,1,264,1728,303,66,71,19,7,0,15,34,108,166,140,1.4884488448844884,18.72222222222222,31,0,0,84,1.6904761904761905,49,0.8076923076923077,0.19230769230769232,4.2,3.3125,5,2.4026039963896744,81,686,504,126,252,168,33,22,5.769753086419753,1.6325993773168699,7.5,71.34,9.05,9.2,10.5,8.3,84.50437841144111,middle
16,41,219,1372,239,102,30,13,2,0,14,46,88,157,132,1.602510460251046,16.470588235294116,32,0,0,79,2.1265822784810124,21,0.8666666666666667,0.13333333333333333,6.5,3.1,1,2.5033231882483116,63,511,394,177,161,97,25,10,5.620801767676767,1.6457259735878158,7.6,65.62,8.52,7.9,11.4,8.81,47.64573382229881,middle
10,1,1,83,14,6,2,1,0,0,0,2,14,9,10,1.5,7.5,1,0,0,4,2.0,3,1.0,0.0,1.0,1.5,0,2.1201174399508327,10,106,101,32,16,16,7,0,6.752922077922077,0.4375,2.5,89.75,8.65,5.6,0.0,2.8,131.26326285714288,elementary
27,38,133,1044,180,40,40,21,10,0,4,28,103,122,97,1.6277777777777778,13.333333333333334,12,3,3,50,1.86,26,0.75,0.25,3.0,4.625,4,2.750819182141841,74,701,587,200,267,228,49,29,6.319507260416351,1.5953476819936454,8.0,59.19,8.86,7.1,10.4,8.38,132.43521333333334,high
11,1,127,939,141,44,43,10,5,0,8,30,76,102,84,1.7375886524822695,11.857142857142858,15,2,2,43,1.8372093023255813,32,0.6666666666666666,0.3333333333333333,2.0,4.461538461538462,3,2.465515904148251,58,543,376,123,240,163,16,14,5.398441118268703,1.2288947872573601,7.2,61.22,13.08,10.3,10.0,6.88,84.99962521580545,middle
31,30,133,1018,174,44,37,19,9,0,4,27,105,117,92,1.5862068965517242,14.0,15,3,2,49,1.816326530612245,30,0.75,0.25,3.0,3.2857142857142856,4,2.7022008225227148,79,816,671,205,330,272,42,42,5.6605851291565585,1.7161763622064377,7.0,67.15,8.86,7.4,10.3,8.45,107.98514399999999,high
14,1,264,1710,296,70,64,24,4,0,15,35,106,165,141,1.4527027027027026,18.333333333333332,32,0,0,86,1.6627906976744187,48,0.8076923076923077,0.19230769230769232,4.2,3.125,5,2.3594895473453876,77,640,476,121,235,151,34,21,5.7512345679012356,1.628817527501738,7.3,71.75,9.51,9.3,10.5,8.18,77.71804288288288,middle
18,26,119,789,144,41,20,20,3,0,8,10,64,85,75,1.3819444444444444,15.0,19,1,1,38,2.236842105263158,14,0.8333333333333334,0.16666666666666666,5.0,6.7,1,2.1789072857458947,47,475,363,94,156,117,41,17,6.078826530612245,1.7236187114729624,6.0,75.1,6.95,6.2,8.6,6.35,51.20261777777776,middle
11,100,154,1703,283,70,53,43,20,0,7,35,118,187,168,1.6148409893992932,18.529411764705884,33,0,0,65,2.0923076923076924,42,0.7272727272727273,0.2727272727272727,2.6666666666666665,4.9411764705882355,6,2.5292505247816925,90,757,632,168,219,193,91,32,5.833624169040836,1.8960156510156514,9.8,54.63,10.9,10.5,11.0,9.47,67.15764982747868,high
10,109,201,1916,333,93,65,31,9,2,18,35,102,211,187,1.4714714714714714,14.692307692307692,30,0,0,102,1.911764705882353,56,0.8648648648648649,0.13513513513513514,6.4,4.086956521739131,5,2.3260347083591677,71,692,565,116,277,200,61,14,5.239910089910091,1.729843837279092,6.2,74.79,8.69,7.5,8.8,6.2,102.67931884684684,high
14,1,264,1647,286,60,66,22,4,0,15,36,105,155,132,1.4895104895104896,17.77777777777778,29,0,0,81,1.5925925925925926,47,0.782608695652174,0.21739130434782608,3.6,3.2666666666666666,5,2.4320286918784904,79,706,547,150,234,163,57,21,5.81871921182266,1.674891245450456,7.1,72.26,9.34,8.9,10.7,8.32,86.374196021756,middle
41,48,236,2084,328,96,57,40,13,0,5,79,156,219,197,1.7774390243902438,33.18181818181818,27,1,0,103,2.0776699029126213,41,0.8148148148148148,0.18518518518518517,4.4,6.0,5,2.9016687207982192,126,1127,999,247,394,355,152,39,6.135792191347747,2.0622540535805842,16.1,32.77,13.47,18.5,17.9,16.31,97.43349011086474,high
17,163,215,2087,364,117,73,37,6,2,7,36,107,256,192,1.4615384615384615,10.195121951219512,46,2,3,108,1.8703703703703705,36,0.5454545454545454,0.45454545454545453,1.2,4.7,1,2.155714806679723,85,981,815,225,394,323,79,13,5.800847637211275,1.7479716357159967,4.4,79.26,7.33,5.1,8.3,4.14,61.85723072849103,elementary
8,19,85,518,101,30,14,9,2,0,9,4,55,61,52,1.2871287128712872,13.333333333333334,14,1,1,30,1.6,12,0.875,0.125,7.0,6.0,1,1.9741988332566798,36,400,339,77,127,95,43,2,5.505215419501134,1.8602099654731235,4.1,85.49,4.45,3.7,6.4,5.27,44.36954468646863,elementary
29,42,133,1056,186,40,45,19,12,0,4,28,105,121,95,1.6129032258064515,14.714285714285714,17,4,4,52,1.6730769230769231,29,0.7333333333333333,0.26666666666666666,2.75,4.857142857142857,4,2.767412734931655,76,792,678,192,313,274,63,29,6.511426452335543,1.5005743521616537,7.3,66.33,8.52,7.2,10.5,8.57,101.06103438402455,high
4,187,249,1957,389,122,66,31,15,0,19,29,114,269,182,1.3470437017994858,11.736842105263158,36,4,4,109,1.8256880733944953,41,0.9032258064516129,0.0967741935483871,9.333333333333334,3.4615384615384617,3,1.9577957913254347,91,1001,770,227,435,332,76,15,6.268044130810088,1.7064105963180067,3.7,86.5,3.8,2.7,7.1,4.59,102.03380629305914,elementary
27,38,40,652,108,30,26,9,1,0,2,12,64,66,59,1.5833333333333333,11.181818181818182,12,2,0,38,1.5789473684210527,19,0.7857142857142857,0.21428571428571427,3.6666666666666665,2.75,3,3.055331080418935,47,461,371,111,217,165,19,2,5.658940620782725,1.9433972877581898,7.1,61.53,9.72,7.3,9.1,6.51,79.75135426262628,high
18,46,81,767,125,47,16,6,6,4,3,12,63,75,68,1.48,10.5,17,0,0,48,1.7916666666666667,9,1.0,0.0,9.0,3.375,0,2.600307674103201,46,452,355,119,116,77,16,31,5.729647435897435,2.175881895881896,5.7,70.7,9.19,6.9,8.4,5.53,49.830855999999955,elementary
17,76,105,1085,194,58,42,14,1,9,11,27,64,124,87,1.458762886597938,18.833333333333332,21,0,3,56,2.0892857142857144,24,0.6666666666666666,0.3333333333333333,2.0,4.181818181818182,4,2.374873787697533,51,506,339,108,173,109,24,6,5.3529761904761894,1.9463842368931379,4.9,83.36,6.71,6.1,9.4,6.92,77.14836538831614,middle
105,134,223,2518,421,128,75,37,11,0,21,62,180,251,236,1.5890736342042755,22.571428571428573,39,2,0,117,1.9487179487179487,62,0.9166666666666666,0.08333333333333333,11.0,6.842105263157895,2,2.505588114815954,143,1190,1017,358,356,272,121,24,6.417914785636304,1.7153837135087133,9.9,59.53,10.79,12.0,12.0,11.36,93.27240051849337,high
14,1,264,1737,304,74,62,27,4,0,15,38,109,170,147,1.4769736842105263,18.77777777777778,29,0,0,85,1.7529411764705882,48,0.75,0.25,3.0,3.5,7,2.4161133827112384,82,719,545,142,221,150,55,21,5.6219731881022215,1.6234609382317364,7.5,71.24,9.16,9.2,11.0,8.6,92.92481436257307,middle
7,35,131,1008,145,46,26,24,13,0,13,41,87,109,94,1.910344827586207,13.846153846153847,6,1,0,41,2.024390243902439,17,0.8,0.2,4.0,2.4444444444444446,2,2.9259265837278012,65,577,487,134,133,94,59,28,5.335964035964037,1.631068931068931,9.7,44.0,14.13,11.6,11.9,10.46,162.97836,high
24,29,363,2152,361,98,57,42,15,0,25,46,155,234,189,1.5429362880886426,14.482758620689655,41,3,3,102,2.1666666666666665,35,0.8275862068965517,0.1724137931034483,4.8,4.0,5,2.7426200965736904,108,1085,934,233,386,341,75,17,5.8980796485260765,1.6382786893620795,7.0,67.25,9.56,8.1,10.1,6.88,74.10227109752603,middle
11,101,154,1686,278,83,48,26,20,0,13,44,125,178,165,1.629496402877698,18.352941176470587,34,0,0,72,2.0,38,0.6666666666666666,0.3333333333333333,2.0,4.9411764705882355,8,2.702224258125863,91,801,658,190,259,220,70,30,5.726028766207338,1.8932282796568514,9.7,54.83,11.13,10.6,11.4,9.73,60.32841825137535,high
39,64,236,2250,341,107,56,42,14,0,6,97,153,233,207,1.8680351906158357,31.833333333333332,27,3,1,109,2.1376146788990824,38,0.8571428571428571,0.14285714285714285,6.0,11.583333333333334,4,2.9960227962862547,121,1126,954,234,400,329,153,32,5.973574433951793,1.949353886900007,16.7,25.73,14.57,19.0,18.7,15.82,102.35123293059628,high
4,57,53,539,96,37,16,7,0,0,9,15,58,67,54,1.53125,9.833333333333334,8,0,0,31,1.935483870967742,11,0.8571428571428571,0.14285714285714285,6.0,3.0,1,2.2975067630779433,48,500,416,128,166,121,54,0,5.6307760141093475,1.9553719463493904,5.2,71.82,5.87,4.4,8.6,5.28,114.82874400000001,elementary
11,1,127,950,151,49,42,8,4,0,8,30,83,108,87,1.6423841059602649,11.666666666666666,17,2,2,46,1.7391304347826086,32,0.6666666666666666,0.3333333333333333,2.0,4.153846153846154,3,2.4861883288426485,64,601,437,155,251,180,15,4,5.126053660144569,1.2880350733387174,6.0,69.68,11.05,8.6,9.4,6.69,77.56292618101546,middle
32,36,268,1742,305,91,61,31,17,0,2,39,169,222,173,1.5377049180327869,12.107142857142858,30,4,4,92,1.8043478260869565,42,0.8888888888888888,0.1111111111111111,8.0,2.6842105263157894,3,2.575547053142462,131,1348,1183,368,461,396,89,30,6.121143380429094,1.9064503320679846,5.3,76.93,8.33,6.5,9.3,7.55,94.61962926463698,high
16,52,191,1334,229,89,36,16,10,0,9,42,84,164,131,1.5633187772925765,11.954545454545455,24,2,2,71,1.9014084507042253,25,0.7333333333333333,0.26666666666666666,2.75,4.4,3,2.3251870716349763,69,794,652,156,355,290,41,17,5.724463631606489,1.395520327706422,6.2,69.38,8.38,6.5,10.8,6.26,86.85520885113141,elementary
31,40,268,1720,305,85,62,28,17,0,4,35,172,215,169,1.5114754098360657,11.793103448275861,30,3,3,96,1.7708333333333333,43,0.90625,0.09375,9.666666666666666,2.380952380952381,3,2.5038664001389317,132,1400,1239,366,522,457,78,36,6.181465185141654,1.905024157383406,5.2,77.33,7.87,5.9,8.8,7.52,94.87032818089315,middle
7,23,484,2886,485,154,82,43,18,0,29,52,239,324,269,1.4618556701030927,15.945945945945946,58,2,3,149,2.120805369127517,65,0.9302325581395349,0.06976744186046512,13.333333333333334,7.125,1,2.4692182984110134,175,1945,1707,473,549,440,193,36,6.219610679175896,1.7184938009689747,6.4,74.19,8.4,7.9,9.5,7.27,65.5726030314851,high
10,81,201,1705,288,81,49,23,9,2,12,27,99,171,159,1.5243055555555556,14.863636363636363,38,0,0,86,1.8837209302325582,40,0.8275862068965517,0.1724137931034483,4.8,2.736842105263158,5,2.448935958000717,70,706,584,100,247,189,56,29,5.357475857475857,1.8540646775947531,6.3,74.39,9.74,8.5,8.8,6.49,51.31147741414139,high
16,128,530,3383,591,226,76,51,8,0,27,120,129,388,326,1.5905245346869712,17.0,73,1,1,174,2.3850574712643677,48,0.918918918918919,0.08108108108108109,11.333333333333334,4.961538461538462,1,2.4334512184459385,94,817,605,185,284,194,63,31,5.766801437556155,1.3394012148414287,7.9,64.81,8.52,8.1,11.8,7.85,59.9184621184433,middle
7,38,131,1213,174,56,27,28,11,4,14,45,98,122,107,1.867816091954023,14.733333333333333,16,1,0,52,1.8269230769230769,21,0.8333333333333334,0.16666666666666666,5.0,3.727272727272727,2,2.912001534962189,74,617,494,139,130,91,56,24,5.61207434540768,1.4294337241705664,10.3,42.38,13.62,11.6,12.5,10.13,100.36505439999999,high
19,28,119,785,147,42,20,18,5,0,8,8,64,85,75,1.3333333333333333,15.272727272727273,19,3,4,39,2.1538461538461537,15,0.8333333333333334,0.16666666666666666,5.0,6.2727272727272725,1,2.145501014489297,46,484,371,96,156,117,41,18,6.4366666666666665,1.8603708482250991,5.0,83.25,6.43,5.6,8.0,6.18,54.2809030401979,middle
6,23,183,1160,198,67,32,20,4,8,13,18,77,134,107,1.4595959595959596,11.65,11,2,2,63,2.0952380952380953,21,1.0,0.0,15.0,2.357142857142857,0,2.41340168709968,59,628,484,172,195,131,52,18,6.725908434999344,1.7256096770692084,4.8,78.25,8.15,6.2,7.0,4.6,147.37938062222224,elementary
18,26,119,779,144,42,18,20,3,0,8,8,64,83,75,1.3333333333333333,15.0,19,1,1,38,2.1052631578947367,14,0.8333333333333334,0.16666666666666666,5.0,6.7,1,2.1368022830654176,47,488,376,100,156,117,42,17,6.477460317460317,1.8672536040957093,4.9,83.56,6.54,5.8,8.0,6.07,51.20261777777776,middle
6,39,137,1118,173,49,31,31,13,0,13,26,96,126,109,1.6127167630057804,16.76923076923077,10,6,3,48,2.1458333333333335,17,0.75,0.25,3.0,5.3,3,2.6443302002382403,68,656,531,144,180,128,72,16,5.7354797979797985,1.5431793515126848,8.5,57.98,11.76,10.8,10.2,7.63,140.54116120231214,middle
8,13,104,703,115,31,30,7,3,0,7,17,40,72,55,1.7043478260869565,12.454545454545455,4,1,3,30,2.3666666666666667,19,1.0,0.0,14.0,3.4545454545454546,0,2.9416505789342864,27,300,160,65,108,44,18,11,5.841446208112875,1.7601551956815116,8.6,52.36,9.83,7.9,10.2,5.59,172.16386045849802,middle
6,40,137,1161,172,54,28,29,11,0,12,34,95,123,108,1.755813953488372,16.384615384615383,14,4,1,50,2.04,17,0.7272727272727273,0.2727272727272727,2.6666666666666665,3.9,3,2.8628452472463315,66,591,452,135,145,87,49,15,5.852433473389357,1.5255785698219908,9.6,49.62,13.56,12.1,10.9,8.07,111.97098437209301,elementary
10,74,201,1759,297,99,54,28,4,11,16,35,106,195,181,1.5387205387205387,14.375,26,0,0,90,2.1,40,0.8333333333333334,0.16666666666666666,5.0,3.142857142857143,5,2.3274884159310516,72,727,602,116,315,238,50,4,4.810511873747168,1.7380825671317566,6.0,75.1,9.03,7.9,8.8,6.3,106.0514635016835,high
21,17,160,1070,177,54,31,12,7,0,3,25,98,117,97,1.5819209039548023,12.5625,16,2,0,52,2.076923076923077,23,1.0,0.0,12.0,3.3636363636363638,0,2.9369511870659806,73,785,670,199,253,201,34,20,6.098905368136137,1.854110319008278,6.2,69.28,9.54,7.4,9.6,7.12,104.00574554802259,high
30,21,268,1639,286,86,58,25,14,0,2,38,164,203,159,1.5454545454545454,11.068965517241379,26,3,3,92,1.8043478260869565,38,0.8888888888888888,0.1111111111111111,8.0,2.3684210526315788,3,2.6325954781428105,128,1400,1240,368,505,440,86,30,6.136540205825919,1.8477328590647972,6.1,69.58,8.09,6.0,9.0,7.45,104.56936418808775,high
23,44,363,2206,372,98,62,36,18,0,27,48,154,240,190,1.5268817204301075,14.466666666666667,45,3,3,103,2.1262135922330097,40,0.8181818181818182,0.18181818181818182,4.5,3.9583333333333335,6,2.7403049653352114,107,1046,869,211,361,316,76,24,5.793687536743091,1.6788895402351838,6.9,67.35,9.38,8.0,9.8,6.57,65.06421503655912,high
24,23,71,630,103,26,26,3,9,0,3,12,63,64,55,1.5436893203883495,12.0,5,2,0,32,1.53125,18,0.9090909090909091,0.09090909090909091,10.0,3.0,1,3.081755886190218,52,546,408,107,252,168,5,29,5.3921073717948715,2.055456308899576,7.3,61.02,9.95,7.8,9.4,6.84,155.68272287378642,high
32,49,279,1743,298,70,65,13,15,0,24,32,103,164,141,1.4731543624161074,16.454545454545453,33,2,4,80,2.2375,43,0.75,0.25,3.0,5.526315789473684,6,2.8019893098669097,72,674,504,133,282,192,30,35,6.642809776430466,1.624172476423132,6.4,74.29,8.29,7.7,9.8,7.13,75.99850276021965,high
36,42,60,721,123,37,29,8,5,0,6,15,80,79,69,1.5284552845528456,12.166666666666666,12,0,0,41,1.5365853658536586,21,1.0,0.0,16.0,3.6666666666666665,0,2.4210994443979827,55,652,536,121,284,213,10,19,4.675863247863248,1.6883651929448236,6.5,68.57,8.68,7.1,9.3,7.08,95.55094523577236,middle
10,58,37,654,122,35,35,4,10,0,1,8,40,84,57,1.3114754098360655,7.526315789473684,13,8,8,42,1.4761904761904763,17,0.1111111111111111,0.8888888888888888,0.125,1.8181818181818181,3,2.424733699294964,27,287,200,69,113,74,22,15,5.305494505494505,1.2509026687598115,2.2,90.36,3.82,2.4,6.6,3.54,88.24347265573772,elementary
26,42,86,849,138,49,18,10,5,0,6,34,75,82,72,1.7173913043478262,15.7,17,0,0,49,1.8775510204081634,11,0.875,0.125,7.0,7.5,1,2.9317662079518954,53,420,360,125,110,97,16,40,5.863235294117647,2.193421297317401,8.7,57.37,11.01,9.6,11.6,9.01,61.36147647536231,high
12,21,78,540,79,29,12,2,1,26,0,9,44,44,41,1.518987341772152,12.555555555555555,10,0,0,34,2.4705882352941178,9,0.7142857142857143,0.2857142857142857,2.5,2.3333333333333335,2,2.6880783287967107,33,353,284,86,98,59,49,2,5.973508898508898,1.701037851037851,4.6,78.96,6.12,5.5,7.9,5.01,59.71749028410687,middle
22,198,273,2591,451,140,92,41,17,2,11,66,129,314,238,1.5210643015521064,10.53061224489796,56,5,7,128,1.9375,51,0.46875,0.53125,0.8823529411764706,4.32258064516129,7,2.283828816173135,108,1179,969,250,453,369,81,26,5.694023535987823,1.6682190305997637,5.7,70.6,7.51,5.4,9.5,4.83,64.28853508918954,middle
23,44,363,2202,372,98,62,36,18,0,27,48,154,240,190,1.5268817204301075,14.466666666666667,45,3,3,102,2.088235294117647,40,0.8181818181818182,0.18181818181818182,4.5,3.9583333333333335,6,2.731017425778384,106,1044,867,211,366,321,76,24,5.8307720057720065,1.7494777755293014,6.9,67.35,9.32,7.9,9.8,6.57,65.06421503655912,high
4,136,13,770,140,52,29,20,2,0,2,10,76,107,82,1.3357142857142856,8.1,9,1,1,53,1.7358490566037736,18,1.0,0.0,13.0,1.5384615384615385,0,1.988987538566149,53,483,356,131,134,57,37,3,7.8322811447811445,1.3206319056882962,1.3,98.21,5.29,3.3,6.3,3.37,139.52736617142858,elementary
13,34,122,797,150,56,23,13,3,0,4,11,56,95,82,1.3666666666666667,10.8125,16,0,0,44,2.022727272727273,15,0.5555555555555556,0.4444444444444444,1.25,4.9,4,2.0978719376231396,43,625,544,175,180,135,40,5,6.245234573119189,1.7492916629963795,3.4,87.31,5.07,3.6,7.9,4.29,85.48632466666663,elementary
21,23,165,1074,183,53,32,11,7,0,8,20,92,114,92,1.5245901639344261,12.470588235294118,16,2,0,57,1.8245614035087718,25,0.9333333333333333,0.06666666666666667,14.0,2.5,1,2.8096891945130174,65,720,589,180,264,193,18,23,6.30962775962776,1.7837962932825089,6.1,69.58,8.38,6.5,9.0,6.47,107.70688827258114,middle
15,51,1,347,59,22,13,9,5,0,1,9,28,49,34,1.3728813559322033,8.5,1,4,4,18,1.9444444444444444,9,1.0,0.0,7.0,3.4,0,2.566663619821823,20,260,190,40,135,77,28,1,6.672619047619048,1.5594097095171209,3.8,80.99,8.13,5.7,9.2,3.61,197.14951091525424,elementary
19,28,119,789,147,41,19,20,6,0,8,8,64,86,75,1.3333333333333333,15.272727272727273,19,3,4,39,2.128205128205128,14,0.8333333333333334,0.16666666666666666,5.0,6.2727272727272725,1,2.1301751925739416,46,468,355,85,161,122,41,18,5.677040816326531,1.8466956345498855,5.0,83.25,6.6,5.8,8.0,6.18,54.2809030401979,middle
10,53,58,505,109,33,20,7,2,0,4,4,39,83,52,1.2201834862385321,11.363636363636363,4,0,1,33,1.8181818181818181,11,1.0,0.0,5.0,0.0,0,2.2691543638121026,25,309,239,92,115,76,21,0,6.131805173992674,1.7569843736510404,3.3,93.03,2.13,1.8,6.4,5.21,170.69115813177646,elementary
26,43,69,769,129,37,30,14,7,0,3,18,75,95,73,1.573643410852713,11.461538461538462,10,1,2,37,1.8108108108108107,19,1.0,0.0,10.0,3.0,0,2.3951857650018,52,557,427,143,225,173,27,9,5.879943880905419,2.433605012824141,5.8,70.39,8.38,6.2,8.6,6.2,120.64540644961241,high
11,23,164,887,158,38,45,10,6,26,5,5,79,99,77,1.360759493670886,10.631578947368421,15,1,1,50,1.94,26,0.8125,0.1875,4.333333333333333,2.7857142857142856,3,1.9373706158245527,58,742,600,102,419,328,50,11,6.13271377745062,1.6170062695924765,2.4,95.27,3.57,2.3,5.8,4.86,99.9885983797468,elementary
6,28,126,820,127,44,21,12,8,36,11,20,62,89,67,1.6929133858267718,12.923076923076923,11,0,0,44,1.8863636363636365,8,0.7142857142857143,0.2857142857142857,2.5,2.2,2,2.81845771431962,42,428,321,89,113,74,63,25,7.011799816345271,1.735934065934066,5.3,77.03,7.4,5.9,10.0,6.67,108.34633631496062,middle
10,57,201,1590,261,69,50,23,10,2,13,39,96,159,151,1.6245210727969348,14.285714285714286,32,3,3,81,1.8148148148148149,37,0.8148148148148148,0.18518518518518517,4.4,2.6666666666666665,5,2.6181060958397517,67,608,493,95,264,206,39,9,5.242740592740592,1.4693500101185981,7.3,66.54,10.31,8.9,10.2,6.65,63.20416825396825,high
17,33,133,927,154,38,37,15,2,0,5,9,66,96,83,1.3051948051948052,10.5,12,0,1,44,2.1136363636363638,26,1.0,0.0,18.0,3.0833333333333335,0,1.7935718505634923,52,592,435,73,312,222,38,8,5.906372549019608,1.4400978407557357,3.2,87.82,7.1,5.3,7.2,4.31,120.9200911168831,elementary
28,74,279,1805,311,71,65,16,18,12,23,33,99,198,142,1.4308681672025723,16.652173913043477,31,0,2,89,2.0786516853932584,41,0.7916666666666666,0.20833333333333334,3.8,4.117647058823529,5,2.769648076159259,67,596,416,126,224,134,37,43,6.066267660910518,1.584127678259349,5.8,75.81,7.24,6.4,9.1,6.2,89.37828237774359,high
16,141,530,3389,600,229,78,61,8,0,27,119,127,398,337,1.5733333333333333,16.452380952380953,74,1,1,175,2.394285714285714,47,0.918918918918919,0.08108108108108109,11.333333333333334,5.038461538461538,1,2.4162206484967843,94,854,647,182,302,212,82,28,5.83547619047619,1.3409065911855145,7.7,65.42,8.17,7.6,11.4,7.58,60.58345180952378,middle
